prompt,noise0,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10,noise11,noise12,noise13,noise14,noise15,noise16,noise17,noise18,noise19,noise20,noise21,noise22,noise23,noise24,noise25,noise26,noise27,noise28,noise29,noise30,noise31,noise32,noise33,noise34,noise35,noise36,noise37,noise38,noise39,noise40,noise41,noise42,noise43,noise44,noise45,noise46,noise47,noise48,noise49
the funniest thing I've ever seen!,2.9817404747009277,2.3468658924102783,2.68011474609375,2.3781588077545166,2.2669315338134766,2.198617458343506,2.1928629875183105,2.4664981365203857,2.702632188796997,2.4176926612854004,4.36342191696167,4.384984970092773,4.049217700958252,3.978140354156494,4.180875301361084,4.081018924713135,4.235910415649414,4.251854419708252,4.030894756317139,4.001357078552246,4.042306423187256,4.099177837371826,4.007686138153076,4.4025726318359375,4.38128137588501,3.993950366973877,4.107791423797607,4.185488700866699,4.172122001647949,4.205046653747559,4.225475311279297,4.741683006286621,4.554799556732178,4.880093097686768,4.454215049743652,4.3420939445495605,3.7879762649536133,4.049746036529541,3.9420652389526367,4.017191410064697,4.048238277435303,4.459958076477051,4.159754753112793,4.314060211181641,4.049189567565918,4.249246597290039,4.357311725616455,3.9764671325683594,3.3993687629699707,3.6129751205444336
"portrait of a splendid sad north korean woman from scary stories to tell in the dark in ibiza, spain with pearlescent skin and cyber yellow hair stronghold in the style of chalks by andre kohn, trending on 5 0 0 px : : 5, hdr, 8 k resolution, ray traced, screen space ambient occlusion : : 2, true blue color scheme ",6.268742561340332,6.256406307220459,6.303477764129639,6.327386856079102,6.2869768142700195,6.235950469970703,6.296586990356445,6.268573760986328,6.260796546936035,6.127031326293945,6.1042585372924805,6.115528106689453,6.147289752960205,6.201263904571533,6.173776149749756,6.300746917724609,6.213707447052002,5.824280261993408,5.810791492462158,5.79196310043335,5.681563854217529,5.633787631988525,5.77459192276001,5.452520847320557,5.801827430725098,5.874098777770996,5.358134746551514,5.469392776489258,5.466255187988281,5.515614986419678,5.937249183654785,5.998717784881592,5.94137716293335,5.896376132965088,5.5280537605285645,5.429623603820801,5.471124649047852,5.38433313369751,5.42336368560791,5.527201175689697,5.49689245223999,5.431193828582764,5.435535430908203,5.445176601409912,5.455073833465576,5.466799259185791,5.423057556152344,5.429504871368408,5.406185150146484,5.381146430969238
"flat primitive drawing, front view, full face, aqueduct with 4 arches ",5.6259565353393555,5.557909965515137,5.5927605628967285,5.496720790863037,5.375359535217285,5.311777591705322,5.222150802612305,5.227132320404053,5.233850002288818,5.308441638946533,5.267352104187012,5.125988483428955,4.907533645629883,5.056608200073242,5.155188083648682,5.363870620727539,4.91888427734375,5.034624099731445,5.003809928894043,5.053666114807129,5.113765239715576,5.079298973083496,5.114180564880371,5.108799934387207,5.061347484588623,4.984541416168213,4.927331447601318,4.935361385345459,4.963633060455322,4.719780921936035,4.618257522583008,4.5001606941223145,4.449756622314453,4.512668609619141,4.418498992919922,4.46172571182251,4.319414138793945,4.071847438812256,4.1491780281066895,3.837993621826172,4.269158840179443,4.25371789932251,3.9143638610839844,3.913651466369629,4.085183620452881,4.0233378410339355,3.861656665802002,4.511867046356201,4.454754829406738,3.9703855514526367
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.324313163757324,6.327446937561035,6.362755298614502,6.3180341720581055,6.147939205169678,6.082873821258545,6.447443008422852,6.1287126541137695,6.269862651824951,6.256823539733887,6.012475967407227,5.893731117248535,5.857290267944336,5.7849273681640625,5.703879356384277,5.548746585845947,5.197583198547363,4.857522487640381,5.340859413146973,5.332235813140869,5.3241448402404785,5.153270721435547,5.245351314544678,5.228915214538574,5.099610805511475,4.855772972106934,4.787897109985352,4.743902683258057,4.6894001960754395,4.60707950592041,4.6181159019470215,4.4101104736328125,4.556028842926025,4.506560802459717,4.569117546081543,4.854480743408203,4.853171348571777,4.853105545043945,4.762465953826904,4.6157660484313965,5.303441524505615,4.976834297180176,5.037808895111084,4.681915283203125,4.83836555480957,4.656890869140625,4.641580104827881,4.968614101409912,4.534915447235107,4.352001190185547
"A photo of vladimir putin the barbarian sitting on his throne, award winning photography, sigma 85mm Lens F/1.4, perfect faces",5.523909091949463,5.754037857055664,5.710557460784912,5.681175708770752,5.714739799499512,5.910711765289307,5.902670860290527,5.8882951736450195,5.626489639282227,5.681767463684082,5.796109199523926,5.935173034667969,5.764671802520752,5.822975158691406,5.718928813934326,5.8098955154418945,5.801566123962402,5.726304531097412,5.815064907073975,5.9290337562561035,5.916342735290527,6.176476955413818,6.0498881340026855,6.136831283569336,5.911531448364258,5.773038864135742,5.590904235839844,5.658475399017334,5.673842906951904,5.559664726257324,5.6260223388671875,5.183903694152832,5.369058132171631,5.487983226776123,5.4801716804504395,5.39502477645874,5.456873416900635,5.314857482910156,5.224818706512451,5.417598724365234,5.454770088195801,5.438834190368652,5.500876426696777,5.628429412841797,5.665729999542236,5.610123634338379,5.468629837036133,5.403046607971191,5.10528564453125,4.958920001983643
ascii art of george costanza frustrated by a bad donut ,4.952979564666748,4.781497955322266,4.581027984619141,4.366679668426514,4.486480712890625,4.913530349731445,5.1333794593811035,4.585028648376465,4.3531365394592285,4.281320571899414,4.37900972366333,4.559026718139648,4.928247928619385,5.0207743644714355,4.9440155029296875,4.813404560089111,4.876002311706543,4.8561859130859375,4.874599933624268,4.8744425773620605,4.949659824371338,4.938684940338135,5.107423782348633,5.052942276000977,5.258621692657471,4.33704948425293,4.754194259643555,4.622996807098389,4.861189365386963,4.67531156539917,4.676392078399658,4.536557197570801,4.99229097366333,5.102987289428711,4.832849502563477,4.640316009521484,4.758366584777832,4.750600814819336,4.701869964599609,4.621967315673828,4.588061332702637,4.775066375732422,4.833001613616943,5.024869918823242,5.154006004333496,5.032600402832031,4.165594577789307,4.240891933441162,4.686513900756836,4.590114116668701
illusory motion optical illusion ,4.753355026245117,4.203906536102295,4.474146366119385,4.642831325531006,4.383683204650879,4.250325679779053,4.0752739906311035,4.04352331161499,4.049044609069824,4.1497416496276855,4.4187703132629395,4.368882656097412,4.357048988342285,4.401853561401367,4.234457015991211,4.319908618927002,4.439660549163818,4.224839210510254,4.458155155181885,4.534784317016602,4.641902446746826,4.426840782165527,4.719332218170166,4.749569892883301,4.779463291168213,4.84478759765625,4.81573486328125,4.951350212097168,4.689460277557373,4.48107385635376,4.832237720489502,4.590171813964844,4.528104305267334,4.536198139190674,4.970829010009766,4.518959999084473,4.938250541687012,4.291637897491455,4.4318695068359375,4.33766508102417,4.50606632232666,5.041837215423584,4.631279945373535,4.695178985595703,4.586304187774658,4.285647869110107,4.155067443847656,3.8719077110290527,3.815211296081543,3.807751178741455
elon troll face ,5.283663272857666,5.048136234283447,5.130246162414551,5.24909782409668,5.218670845031738,5.143894672393799,4.658892631530762,5.131160736083984,5.073178768157959,4.888286590576172,5.09089994430542,4.828463554382324,4.736940860748291,5.094775199890137,4.488847732543945,4.626769542694092,4.514998912811279,4.423400402069092,4.190402507781982,3.77337646484375,4.606543064117432,4.989867687225342,4.90661096572876,4.814509868621826,4.863305568695068,4.995834827423096,5.086700916290283,5.008214473724365,5.061445713043213,4.970677852630615,4.622255325317383,4.5559258460998535,4.366171836853027,4.208761215209961,4.340721130371094,4.276183605194092,4.208309173583984,4.040431022644043,4.251821041107178,4.424025058746338,3.8677310943603516,4.003790855407715,4.02761173248291,4.015480995178223,4.061491012573242,3.572230339050293,3.8691959381103516,4.899281024932861,3.568411350250244,4.98507833480835
an average human being ,3.825044631958008,3.6089510917663574,4.016790866851807,4.818831920623779,4.942290782928467,4.513535022735596,4.922031879425049,4.632457733154297,4.821742057800293,4.863868236541748,4.67027473449707,4.812736511230469,4.911130428314209,5.170118808746338,4.9512939453125,4.364599704742432,4.936830997467041,5.292585372924805,5.152822494506836,5.336158275604248,5.429463863372803,5.415302276611328,5.4448418617248535,4.953873634338379,4.961520195007324,5.595427989959717,5.5600690841674805,5.311733722686768,4.309953212738037,4.523889064788818,4.651689529418945,5.2138190269470215,4.429864883422852,4.623783111572266,4.730769634246826,4.855064392089844,4.6592559814453125,4.739381313323975,4.853944778442383,4.470322608947754,4.794206142425537,4.51600980758667,4.544548034667969,4.4110918045043945,5.330561637878418,4.5490403175354,4.304378986358643,4.668300628662109,3.6863551139831543,3.8680572509765625
"A human made of pizza, digital art",4.908393383026123,5.092074871063232,5.164257049560547,5.292150020599365,5.335270881652832,5.0773420333862305,4.969203472137451,5.015256881713867,4.923523426055908,5.025932788848877,4.949048042297363,4.91424036026001,5.004764080047607,4.972593307495117,4.920516490936279,4.692868709564209,4.540081024169922,4.600460529327393,5.5169572830200195,5.308537483215332,5.268238067626953,5.058503150939941,4.8945794105529785,4.916692733764648,5.008738994598389,4.982457637786865,4.931276321411133,4.647800922393799,4.309108257293701,3.963636875152588,3.8725247383117676,3.814237117767334,4.2583699226379395,3.975343704223633,4.158811092376709,4.1662421226501465,4.200855731964111,4.336564540863037,4.2249298095703125,4.253406047821045,3.9073257446289062,4.100819110870361,3.8368144035339355,4.038928031921387,3.82454252243042,3.9527196884155273,4.515058517456055,4.528372287750244,4.559197902679443,4.430696964263916
"the shape silhouette of a fluffy cat, stacked plot of radio emissions from a pulsar, abstracted light refractions and stripy interference, making up a cat isolated on black, highly detailed high resolution, silk screen t-shirt design in the style of FELIPE PANTONE 4K",5.474680423736572,5.765082359313965,5.55277156829834,5.435622215270996,5.358658790588379,5.209597587585449,5.265602111816406,5.21671199798584,5.189840793609619,5.4062113761901855,5.3998541831970215,5.396138668060303,5.376765727996826,5.316440582275391,5.194238185882568,5.1784820556640625,5.251465320587158,5.144686222076416,5.171701908111572,5.390274524688721,5.319167137145996,5.279598712921143,5.407296180725098,5.207784652709961,5.345303535461426,5.242921352386475,5.357657432556152,5.256039619445801,5.150632381439209,5.093108654022217,4.920007705688477,4.74135684967041,4.9549241065979,4.673623085021973,4.867282390594482,4.003359317779541,4.255441665649414,3.979461669921875,4.73046875,4.9869537353515625,4.759641170501709,4.901187896728516,4.893841743469238,4.724693298339844,5.285451889038086,4.953958988189697,5.0776824951171875,4.830777168273926,4.985955715179443,4.838078022003174
"a fibonacci sequence, cascading. retro minimalist art by jean giraud. ",5.734122276306152,5.744557857513428,5.737105846405029,5.717493534088135,5.54756498336792,5.256928443908691,5.345839500427246,5.383418083190918,5.265990734100342,5.3413615226745605,5.231179714202881,5.540009021759033,4.992125511169434,5.213381290435791,5.182144641876221,5.087959289550781,5.053133010864258,5.774773120880127,5.594264030456543,5.412240982055664,5.35850191116333,5.351986885070801,5.145081520080566,5.434978485107422,5.185794830322266,5.1617560386657715,4.686522960662842,4.750638484954834,4.727289199829102,4.806112289428711,4.220297336578369,4.354794502258301,3.987858772277832,4.470220565795898,4.673529624938965,4.762544631958008,4.3614420890808105,4.144388198852539,4.913227558135986,5.306818008422852,4.732007026672363,4.668765544891357,4.652731895446777,4.67203950881958,4.727198123931885,4.657063961029053,4.822457313537598,4.650045871734619,4.697807312011719,4.654336929321289
"willy wonka giving a tour inside his dogfood factory, horse guillotine, dancing oompa loompas covered in blood ",2.509049654006958,2.4530177116394043,2.6744236946105957,2.6890664100646973,2.84249210357666,2.703890323638916,2.8251123428344727,2.594444513320923,2.6460494995117188,3.1004104614257812,2.7219371795654297,4.143120288848877,5.395842552185059,5.357139587402344,5.316774368286133,5.361176490783691,5.403011798858643,5.759335994720459,5.673732280731201,5.350042343139648,5.490122318267822,5.347406387329102,5.322046756744385,5.340697288513184,5.075345993041992,5.339202404022217,5.172329902648926,5.003376007080078,5.17686128616333,5.1671929359436035,5.3486151695251465,5.299716949462891,5.28148078918457,5.366485118865967,5.359956741333008,5.2783660888671875,5.387156963348389,5.481907844543457,5.327534198760986,5.448268890380859,5.377206325531006,4.818724632263184,5.348145008087158,4.609774589538574,4.598631381988525,4.528095722198486,4.402801036834717,4.631363391876221,4.820089340209961,4.423037052154541
"beautiful mannequin sculpted out of amethyst by billelis + lit with 3 d geometric neon + facing a doorway opening with neon pink geometric fractal light + flowering hosta plants!!!, moon + city of los angeles in background!! dramatic, rule of thirds, award winning, 4 k, trending on artstation, photorealistic, volumetric lighting, octane render ",5.815371513366699,5.906125068664551,6.016112327575684,5.875561237335205,5.824679374694824,5.9338226318359375,5.921634197235107,5.89912223815918,5.568888187408447,5.715181350708008,5.385006427764893,5.608438968658447,5.795425891876221,5.767711162567139,5.569195747375488,5.526234149932861,5.849098205566406,5.641361236572266,5.371054172515869,5.526839733123779,5.328205585479736,5.899282455444336,5.538417339324951,5.807584762573242,5.546779632568359,4.984065055847168,5.402560710906982,5.47182035446167,5.218298435211182,5.306649684906006,5.105093002319336,5.292010307312012,5.413714408874512,5.356281280517578,5.308630466461182,5.02256441116333,5.038002967834473,5.026181221008301,5.001341819763184,4.95475959777832,5.017439365386963,4.854752540588379,4.932024002075195,4.8311004638671875,4.813262462615967,4.825056552886963,4.81242036819458,4.659657955169678,4.421096324920654,4.5722246170043945
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",6.324313163757324,6.327446937561035,6.362755298614502,6.3180341720581055,6.147939205169678,6.082873821258545,6.447443008422852,6.1287126541137695,6.269862651824951,6.256823539733887,6.012475967407227,5.893731117248535,5.857290267944336,5.7849273681640625,5.703879356384277,5.548746585845947,5.197583198547363,4.857522487640381,5.340859413146973,5.332235813140869,5.3241448402404785,5.153270721435547,5.245351314544678,5.228915214538574,5.099610805511475,4.855772972106934,4.787897109985352,4.743902683258057,4.6894001960754395,4.60707950592041,4.6181159019470215,4.4101104736328125,4.556028842926025,4.506560802459717,4.569117546081543,4.854480743408203,4.853171348571777,4.853105545043945,4.762465953826904,4.6157660484313965,5.303441524505615,4.976834297180176,5.037808895111084,4.681915283203125,4.83836555480957,4.656890869140625,4.641580104827881,4.968614101409912,4.534915447235107,4.352001190185547
cursed images ,3.777678966522217,3.947075366973877,3.7447752952575684,3.9532713890075684,4.3427324295043945,4.205720901489258,4.150450706481934,3.8751959800720215,3.9361252784729004,4.339412212371826,4.725512504577637,4.695037364959717,4.6524152755737305,4.724952220916748,4.61492395401001,4.6940836906433105,4.5480637550354,4.513821601867676,4.9730377197265625,4.82693338394165,4.937003135681152,4.932524681091309,4.8535637855529785,4.440767765045166,4.583762168884277,4.608891487121582,4.447427272796631,4.694087028503418,4.172158241271973,4.077805042266846,4.193251609802246,5.1114630699157715,4.771567344665527,4.706501483917236,4.483373641967773,4.759780406951904,4.703361988067627,4.457129001617432,4.529534339904785,4.707504749298096,5.4944305419921875,5.474101543426514,5.28709602355957,4.761037826538086,5.170454025268555,5.0621657371521,4.530603408813477,4.629070281982422,4.4882378578186035,4.350739002227783
"Shrek, horror, cursed images, spooky",5.289581775665283,5.302937984466553,5.321321964263916,5.227478981018066,5.370080947875977,5.383749961853027,5.42077112197876,5.377659320831299,5.358557224273682,5.3883771896362305,5.459814071655273,5.431801795959473,5.426656246185303,5.467652797698975,5.482548713684082,5.614226818084717,5.651487350463867,5.491025447845459,5.668771266937256,5.570239543914795,5.229114055633545,4.863746643066406,4.564812183380127,4.855244159698486,4.925168514251709,4.7314982414245605,3.9798803329467773,4.606117248535156,4.510284423828125,3.9201622009277344,3.992774486541748,4.396496295928955,4.205661296844482,4.482729434967041,4.101196765899658,4.750255584716797,4.241974353790283,4.010643005371094,4.114331245422363,4.450521945953369,4.624049663543701,4.669186115264893,4.818718433380127,4.266594409942627,3.857534408569336,4.192513465881348,4.296090126037598,3.7381677627563477,4.310978412628174,4.781987190246582
intricate maze linework highly detailed optical illusion escher,4.709961891174316,4.530157089233398,4.834175109863281,4.821905612945557,4.87270450592041,4.897744655609131,4.973586559295654,4.84382438659668,4.561741352081299,5.1780829429626465,4.833764553070068,4.739259719848633,4.699492454528809,4.472903251647949,4.3963303565979,4.509908676147461,4.694146156311035,4.630405902862549,4.035825729370117,4.518770694732666,4.290569305419922,4.1515326499938965,4.468223571777344,4.515822410583496,4.459626197814941,4.712286472320557,4.814056396484375,4.693245887756348,4.635537624359131,4.172768592834473,4.029275417327881,4.345169544219971,5.064728736877441,4.704912185668945,4.827591419219971,4.821521282196045,4.701755046844482,4.759910583496094,4.4776458740234375,4.294737339019775,4.136260509490967,4.195275783538818,4.401453971862793,4.634772300720215,4.64303731918335,4.600552082061768,4.560815811157227,4.468940734863281,4.570133209228516,4.842486381530762
dystopian cyberpunk mcdonald dictatorship,4.660303115844727,4.644242763519287,4.671219348907471,4.852617263793945,4.456193923950195,4.339374542236328,4.864800930023193,4.6269378662109375,4.417116165161133,4.605613708496094,4.58907413482666,4.544638156890869,4.50547981262207,4.230142593383789,4.197630882263184,4.208522796630859,4.079776287078857,4.479222297668457,4.418800354003906,5.011668682098389,4.8267598152160645,4.858922481536865,4.479310989379883,4.133453369140625,4.6554274559021,4.359005451202393,4.5786051750183105,4.881714820861816,4.5601630210876465,4.8347649574279785,4.763436317443848,4.989492893218994,4.890645503997803,4.810402870178223,4.757870674133301,4.150625705718994,4.435480117797852,4.177221775054932,3.8693652153015137,3.9832868576049805,4.299718379974365,4.889096260070801,4.332197666168213,4.552899360656738,4.9402756690979,4.313792705535889,4.697710037231445,4.3352580070495605,4.866539001464844,4.799233913421631
😏 Shrek,4.981149196624756,5.192476272583008,5.230122089385986,5.29016637802124,5.2230544090271,5.264371871948242,5.257484436035156,5.249875068664551,5.297204494476318,5.287318706512451,5.215765476226807,5.204395294189453,5.21046257019043,5.208656311035156,5.231489181518555,5.20640754699707,5.164750576019287,5.252702236175537,5.161423683166504,5.326821327209473,5.460437297821045,5.325250625610352,5.100454330444336,5.2715911865234375,5.243174076080322,4.976414680480957,5.260289192199707,4.970175266265869,4.800948143005371,5.032333850860596,4.874270439147949,5.139766216278076,4.884345531463623,4.567519664764404,4.6307573318481445,4.365581512451172,4.183596134185791,4.454952716827393,4.402800559997559,4.526439189910889,4.846756458282471,4.569088459014893,3.8676986694335938,4.434938430786133,4.846685409545898,4.968884468078613,4.174769401550293,4.43519926071167,4.606177806854248,3.8085756301879883
elon's musk ,4.944080352783203,5.025938510894775,4.977280616760254,4.926686763763428,5.0313520431518555,5.037136077880859,4.9833478927612305,4.996226787567139,5.064896583557129,4.993070125579834,4.967250347137451,4.891272068023682,4.841147422790527,4.963210105895996,4.966212272644043,4.973029613494873,5.012533187866211,4.960015773773193,4.898711204528809,4.962147235870361,5.2054619789123535,5.273204326629639,5.2790751457214355,5.2934393882751465,5.3495588302612305,5.331504821777344,5.497153282165527,5.443521499633789,5.331186294555664,5.445030689239502,5.2915472984313965,5.377503871917725,5.4390716552734375,5.389660835266113,5.255862712860107,5.286818981170654,5.288222312927246,5.155156135559082,4.897892951965332,4.8268141746521,4.5673017501831055,4.30781888961792,4.788787364959717,4.705408096313477,4.946536540985107,4.8035173416137695,4.963672161102295,4.896998405456543,5.308055877685547,4.098255157470703
"facial portrait of putin is a monster, movie poster in the style of ( ( ( ( drew struzan ) ) ) ) ",5.525617599487305,5.5263991355896,5.7106757164001465,5.759695529937744,5.7710065841674805,5.779727935791016,5.806314468383789,5.850453853607178,5.773124694824219,5.8734636306762695,5.886287689208984,5.872786521911621,5.865015983581543,5.863583564758301,5.9157328605651855,5.903461933135986,5.984635829925537,5.945184707641602,5.992942810058594,5.885514259338379,5.716331481933594,5.706506252288818,5.176186561584473,4.747669219970703,5.5480570793151855,5.008437156677246,5.057799339294434,4.841172695159912,4.6945624351501465,4.703571319580078,4.6980671882629395,4.879350185394287,4.712884426116943,4.635290145874023,4.723495960235596,4.819702625274658,4.85744047164917,4.483213424682617,4.958815097808838,4.677006721496582,4.472296714782715,4.670929908752441,4.789435863494873,4.943025588989258,4.538150310516357,4.434737205505371,4.767208576202393,4.816952228546143,4.369786739349365,4.248607158660889
"president of belorussia, alexander lukashenko in style of sailor moon, anime, perfect faces, fine details",6.030685901641846,5.840896129608154,5.870065689086914,5.820737361907959,5.821079730987549,5.749344348907471,5.813249588012695,5.768720626831055,5.532754421234131,5.658344745635986,5.838082790374756,5.815616130828857,5.767003536224365,5.662445545196533,5.786656379699707,5.807795524597168,5.618351936340332,6.085882663726807,6.252153396606445,6.05586576461792,6.270744323730469,6.270117282867432,5.958232879638672,5.847853660583496,5.8149333000183105,5.329240798950195,5.359591960906982,5.595151901245117,5.047029495239258,4.503792762756348,4.509036064147949,4.457911014556885,4.512782096862793,4.53050422668457,4.594341278076172,4.78375768661499,4.709479808807373,4.436832427978516,4.863030910491943,4.794154644012451,4.876078128814697,4.603701114654541,4.759734153747559,4.667088985443115,4.632648944854736,4.530888557434082,4.750988006591797,4.653924465179443,4.603149890899658,4.677974224090576
"beautiful studio photograph of colorful postmodern portrait sculpture of adam sandler smiling, beautiful symmetrical face accurate face detailed face realistic proportions, made of watercolor - painted plaster on a pedestal by ron mueck and matthew barney and greg rutkowski, hysterical realism intense cinematic lighting shocking detail 8 k ",5.23307991027832,5.203910827636719,5.3436150550842285,5.3913116455078125,5.387293338775635,5.441145896911621,5.4788713455200195,5.555969715118408,5.577645778656006,5.2616167068481445,5.60057258605957,5.618458271026611,5.700540542602539,5.551336765289307,5.42172908782959,5.373391151428223,5.3415679931640625,5.372682094573975,5.276256084442139,5.131695747375488,5.124331951141357,5.098193168640137,5.307195663452148,5.220210075378418,5.1990742683410645,5.1266326904296875,5.0704874992370605,5.096724987030029,5.2308831214904785,5.208276271820068,5.087630748748779,4.9778265953063965,4.909841060638428,4.951913356781006,4.774570465087891,4.689648628234863,4.815694808959961,4.774088382720947,4.394863128662109,4.475639820098877,4.775266170501709,4.823327541351318,4.864886283874512,5.0800700187683105,5.0277910232543945,5.1427178382873535,5.291196823120117,5.058375835418701,4.931727886199951,4.811528205871582
"a portrait of an overwhelmed young man in a painting from stalenhag, 4 k, 8 k, hdr, artstation, concept art ",6.661106586456299,6.865087985992432,6.8577141761779785,6.696942329406738,6.711294174194336,6.7018842697143555,6.675429821014404,6.665472984313965,6.677015781402588,6.6498494148254395,6.638829708099365,6.647281646728516,6.618789196014404,6.5823283195495605,6.514797210693359,6.456081390380859,6.361639499664307,6.289411544799805,5.984531402587891,5.816076755523682,5.8372578620910645,5.811336994171143,5.794610023498535,5.6292724609375,5.462033271789551,5.520595073699951,5.411698818206787,5.331298351287842,5.263236045837402,5.192080497741699,5.199660778045654,5.13468599319458,5.059920787811279,5.101991653442383,4.898991107940674,4.802202224731445,4.67988920211792,4.565293788909912,4.613159656524658,4.492314338684082,4.39371395111084,4.268152236938477,4.532440185546875,4.535532474517822,4.294075965881348,4.400014877319336,4.386883735656738,4.606444835662842,4.632467269897461,4.792573928833008
ben shapiro destroys the leftists with facts an logic ,2.0005598068237305,2.0408823490142822,2.4761111736297607,3.0169568061828613,3.2484207153320312,2.882208824157715,3.1444344520568848,3.2037997245788574,2.7395873069763184,3.1060147285461426,3.2220911979675293,3.0208206176757812,3.701519012451172,3.6224465370178223,2.700985908508301,2.909231185913086,3.5955162048339844,3.5351738929748535,3.2724194526672363,3.5572328567504883,3.344529151916504,3.2588062286376953,3.800093173980713,3.1217241287231445,3.337033748626709,4.243717193603516,4.5616655349731445,5.223821640014648,5.275960445404053,5.282852649688721,5.285242080688477,5.258182525634766,5.166263103485107,4.92728328704834,4.150913715362549,4.75276517868042,4.367280006408691,3.4875879287719727,3.973111152648926,4.07144021987915,4.288132667541504,4.750687122344971,4.807169437408447,4.9310832023620605,4.848099708557129,4.692310333251953,4.814761638641357,4.896984577178955,4.498236656188965,4.474895477294922
